Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
GE-A-0000,Germany,Wearables,Fitness Tracker Band,30.04,EUR,"Steps, sleep, HR, 14-day battery",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
CA-I-4636,Canada,Lighting,LED Desk Lamp,38.57,CAD,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Low stock alert | Global Sourcing Co
KE-J-4637,Kenya,Computing,Mechanical Keyboard,11019.24,KES,"Cherry MX, RGB, wired, UK layout",Stock in WH3 Berlin | Global Sourcing Co | Promo margin 12%
GH-K-4638,Ghana,Home Appliances,Electric Fan Tower,711.04,GHS,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | EuroTech Suppliers | Promo margin 12%
CA-L-4639,Canada,Computing,Mechanical Keyboard,97.51,CAD,"Cherry MX, RGB, wired, UK layout",Margin 22% | Stock in WH3 Berlin | Nordic Wholesale
KE-M-4640,Kenya,Wearables,Smart Watch Sport,12966.26,KES,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Pacific Imports Inc | Bulk discount applies 15%
GH-N-4641,Ghana,Home Appliances,Electric Fan Tower,705.92,GHS,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | VIP margin 25% | Backorder until 02/15
GE-O-4642,Germany,Lighting,LED Desk Lamp,24.99,EUR,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Bulk discount applies 15% | Fulfilled from NL depot
SA-P-4643,South Africa,Wearables,Fitness Tracker Band,582.35,ZAR,"Steps, sleep, HR, 14-day battery",Backorder until 02/15 | VIP margin 25% | Nordic Wholesale
UK-Q-4644,United Kingdom,Personal Care,Electric Toothbrush,31.92,GBP,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | Fulfilled from NL depot | Promo margin 12%
GE-R-4645,Germany,Kitchen Appliances,Coffee Maker Drip,33.98,EUR,"12-cup, programmable, thermal carafe",Stock in WH3 Berlin | VIP margin 25% | Pacific Imports Inc
KE-S-4646,Kenya,Home Appliances,Electric Fan Tower,7073.71,KES,"Oscillating, 3 speeds, remote, timer",Low stock alert | Nordic Wholesale | Target margin 18%
UK-T-4647,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,985.75,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Bulk discount applies 15% | Warehouse A-12
FR-U-4648,France,Audio,Wireless Bluetooth Earbuds,35.35,EUR,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Margin 22% | Global Sourcing Co
CA-V-4649,Canada,Kitchen Appliances,Smart Kettle Pro,64.82,CAD,"1.7L, 3000W, boil-dry protection, LED display",Fulfilled from NL depot | Pacific Imports Inc | Margin 22%
NE-W-4650,Netherlands,Kitchen Appliances,Coffee Maker Drip,35.72,EUR,"12-cup, programmable, thermal carafe",Promo margin 12% | Stock in WH3 Berlin | Africa Direct Trading
FR-X-4651,France,Lighting,LED Desk Lamp,28.62,EUR,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Bulk discount applies 15% | Low stock alert
KE-Y-4652,Kenya,Power & Batteries,Portable Power Bank 20K,3104.32,KES,"20000mAh, dual USB, 18W PD",Bulk discount applies 15% | Low stock alert | Africa Direct Trading
GH-Z-4653,Ghana,Computing,"Tablet 10""",2580.18,GHS,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Nordic Wholesale | Stock in WH3 Berlin
GE-A-4654,Germany,Audio,Bluetooth Speaker,42.12,EUR,"20W, waterproof IPX7, 15h playback",VIP margin 25% | Backorder until 02/15 | Pacific Imports Inc
GH-B-4655,Ghana,Computing,Mechanical Keyboard,925.42,GHS,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Nordic Wholesale | Promo margin 12%
NI-C-4656,Nigeria,Computing,"Tablet 10""",308785.37,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Fulfilled from NL depot | Global Sourcing Co
GH-D-4657,Ghana,Wearables,Fitness Tracker Band,396.35,GHS,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | Target margin 18% | Nordic Wholesale
CA-E-4658,Canada,Wearables,Smart Watch Sport,115.36,CAD,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Margin 22% | Warehouse A-12
SA-F-4659,South Africa,Wearables,Fitness Tracker Band,547.64,ZAR,"Steps, sleep, HR, 14-day battery",Acme Electronics Ltd | Promo margin 12% | Fulfilled from NL depot
NI-G-4660,Nigeria,Audio,Wireless Bluetooth Earbuds,58995.32,NGN,"ANC, 24h battery, IPX5, USB-C",Backorder until 02/15 | VIP margin 25% | Acme Electronics Ltd
GE-H-4661,Germany,Audio,Wireless Bluetooth Earbuds,33.49,EUR,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Margin 22% | Africa Direct Trading
FR-I-4662,France,Solar & Power,Solar Inverter TS-9000-X,1213.56,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Warehouse A-12 | Africa Direct Trading | VIP margin 25%
NE-J-4663,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1156.14,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Promo margin 12% | Fulfilled from NL depot
FR-K-4664,France,Home Appliances,Air Purifier Compact,91.35,EUR,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Stock in WH3 Berlin | Target margin 18%
GE-L-4665,Germany,Audio,Wireless Bluetooth Earbuds,32.96,EUR,"ANC, 24h battery, IPX5, USB-C",Backorder until 02/15 | Target margin 18% | Pacific Imports Inc
KE-M-4666,Kenya,Kitchen Appliances,Coffee Maker Drip,5243.59,KES,"12-cup, programmable, thermal carafe",Africa Direct Trading | Low stock alert | Bulk discount applies 15%
CA-N-4667,Canada,Kitchen Appliances,Smart Kettle Pro,67.71,CAD,"1.7L, 3000W, boil-dry protection, LED display",EuroTech Suppliers | Target margin 18% | Stock in WH3 Berlin
GE-O-4668,Germany,Kitchen Appliances,Smart Kettle Pro,41.54,EUR,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Acme Electronics Ltd | Fulfilled from NL depot
GH-P-4669,Ghana,Wearables,Smart Watch Sport,1107.41,GHS,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Nordic Wholesale | VIP margin 25%
CA-Q-4670,Canada,Home Appliances,Electric Fan Tower,70.13,CAD,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Pacific Imports Inc | Backorder until 02/15
UK-R-4671,United Kingdom,Home Appliances,Air Purifier Compact,75.21,GBP,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | VIP margin 25% | Warehouse A-12
CA-S-4672,Canada,Power & Batteries,Portable Power Bank 20K,36.61,CAD,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | Promo margin 12% | Global Sourcing Co
SA-T-4673,South Africa,Lighting,LED Desk Lamp,577.49,ZAR,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | VIP margin 25% | Fulfilled from NL depot
GH-U-4674,Ghana,Computing,Webcam HD Pro,758.35,GHS,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Africa Direct Trading | Warehouse A-12
FR-V-4675,France,Computing,Webcam HD Pro,57.07,EUR,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
KE-W-4676,Kenya,Computing,"Tablet 10""",26653.17,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Fulfilled from NL depot | Africa Direct Trading
NE-X-4677,Netherlands,Audio,Wireless Bluetooth Earbuds,36.75,EUR,"ANC, 24h battery, IPX5, USB-C",Bulk discount applies 15% | Backorder until 02/15 | Pacific Imports Inc
UK-Y-4678,United Kingdom,Wearables,Fitness Tracker Band,26.19,GBP,"Steps, sleep, HR, 14-day battery",Margin 22% | Fulfilled from NL depot | Acme Electronics Ltd
UK-Z-4679,United Kingdom,Home Appliances,Electric Fan Tower,44.16,GBP,"Oscillating, 3 speeds, remote, timer",EuroTech Suppliers | Bulk discount applies 15% | Fulfilled from NL depot
CA-A-4680,Canada,Computing,Webcam HD Pro,72.93,CAD,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | EuroTech Suppliers | Stock in WH3 Berlin
KE-B-4681,Kenya,Home Appliances,Electric Fan Tower,6893.49,KES,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Global Sourcing Co | Backorder until 02/15
US-C-4682,United States,Kitchen Appliances,Smart Kettle Pro,49.93,USD,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Stock in WH3 Berlin | Margin 22%
GE-D-4683,Germany,Audio,Wireless Bluetooth Earbuds,31.08,EUR,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | EuroTech Suppliers | Backorder until 02/15
CA-E-4684,Canada,Computing,Mechanical Keyboard,109.05,CAD,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Bulk discount applies 15% | Pacific Imports Inc
GH-F-4685,Ghana,Home Appliances,Electric Fan Tower,634.31,GHS,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Nordic Wholesale | Stock in WH3 Berlin
KE-G-4686,Kenya,Home Appliances,Air Purifier Compact,12470.88,KES,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Stock in WH3 Berlin | VIP margin 25%
UK-H-4687,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1063.46,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Global Sourcing Co | Stock in WH3 Berlin | Bulk discount applies 15%
GE-I-4688,Germany,Wearables,Fitness Tracker Band,29.24,EUR,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | VIP margin 25% | Fulfilled from NL depot
GE-J-4689,Germany,Lighting,LED Desk Lamp,26.94,EUR,"Dimmable, USB port, 5 brightness levels",Margin 22% | Nordic Wholesale | Low stock alert
FR-K-4690,France,Home Appliances,Electric Fan Tower,46.16,EUR,"Oscillating, 3 speeds, remote, timer",Fulfilled from NL depot | Bulk discount applies 15% | Acme Electronics Ltd
FR-L-4691,France,Computing,Webcam HD Pro,48.31,EUR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Warehouse A-12 | Promo margin 12%
UK-M-4692,United Kingdom,Power & Batteries,Portable Power Bank 20K,21.05,GBP,"20000mAh, dual USB, 18W PD",Low stock alert | VIP margin 25% | Nordic Wholesale
FR-N-4693,France,Computing,"Tablet 10""",207.25,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Fulfilled from NL depot | EuroTech Suppliers
NI-O-4694,Nigeria,Audio,Wireless Bluetooth Earbuds,60468.61,NGN,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Backorder until 02/15 | Global Sourcing Co
GE-P-4695,Germany,Home Appliances,Electric Fan Tower,45.66,EUR,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Africa Direct Trading | Low stock alert
SA-Q-4696,South Africa,Personal Care,Electric Toothbrush,724.68,ZAR,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Promo margin 12% | Global Sourcing Co
NI-R-4697,Nigeria,Computing,Webcam HD Pro,81590.01,NGN,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Promo margin 12% | Nordic Wholesale
SA-S-4698,South Africa,Audio,Bluetooth Speaker,885.7,ZAR,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
NI-T-4699,Nigeria,Audio,Wireless Bluetooth Earbuds,52834.82,NGN,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Target margin 18% | Warehouse A-12
GH-U-4700,Ghana,Power & Batteries,Portable Power Bank 20K,300.4,GHS,"20000mAh, dual USB, 18W PD",Target margin 18% | EuroTech Suppliers | Backorder until 02/15
CA-V-4701,Canada,Home Appliances,Electric Fan Tower,78.73,CAD,"Oscillating, 3 speeds, remote, timer",Fulfilled from NL depot | Global Sourcing Co | Margin 22%
NE-W-4702,Netherlands,Lighting,LED Desk Lamp,26.9,EUR,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Warehouse A-12 | VIP margin 25%
UK-X-4703,United Kingdom,Kitchen Appliances,Smart Kettle Pro,39.97,GBP,"1.7L, 3000W, boil-dry protection, LED display",Bulk discount applies 15% | Backorder until 02/15 | Africa Direct Trading
CA-Y-4704,Canada,Wearables,Smart Watch Sport,129.91,CAD,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Global Sourcing Co | Low stock alert
UK-Z-4705,United Kingdom,Personal Care,Electric Toothbrush,35.59,GBP,"Sonic, 3 modes, 2-week battery",EuroTech Suppliers | VIP margin 25% | Fulfilled from NL depot
SA-A-4706,South Africa,Kitchen Appliances,Coffee Maker Drip,751.28,ZAR,"12-cup, programmable, thermal carafe",Promo margin 12% | Low stock alert | Global Sourcing Co
UK-B-4707,United Kingdom,Power & Batteries,Portable Power Bank 20K,21.53,GBP,"20000mAh, dual USB, 18W PD",Bulk discount applies 15% | Stock in WH3 Berlin | EuroTech Suppliers
NE-C-4708,Netherlands,Kitchen Appliances,Coffee Maker Drip,39.48,EUR,"12-cup, programmable, thermal carafe",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
SA-D-4709,South Africa,Computing,"Tablet 10""",3649.39,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Backorder until 02/15 | Bulk discount applies 15%
FR-E-4710,France,Computing,"Tablet 10""",183.44,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Backorder until 02/15 | Pacific Imports Inc | Margin 22%
GE-F-4711,Germany,Audio,Bluetooth Speaker,47.49,EUR,"20W, waterproof IPX7, 15h playback",EuroTech Suppliers | Target margin 18% | Fulfilled from NL depot
US-G-4712,United States,Computing,Mechanical Keyboard,77.45,USD,"Cherry MX, RGB, wired, UK layout",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
GH-H-4713,Ghana,Kitchen Appliances,Coffee Maker Drip,542.3,GHS,"12-cup, programmable, thermal carafe",Target margin 18% | Backorder until 02/15 | Acme Electronics Ltd
FR-I-4714,France,Power & Batteries,Portable Power Bank 20K,22.6,EUR,"20000mAh, dual USB, 18W PD",Africa Direct Trading | Warehouse A-12 | Margin 22%
SA-J-4715,South Africa,Wearables,Smart Watch Sport,1553.85,ZAR,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | VIP margin 25% | Fulfilled from NL depot
SA-K-4716,South Africa,Audio,Wireless Bluetooth Earbuds,691.18,ZAR,"ANC, 24h battery, IPX5, USB-C",Bulk discount applies 15% | Africa Direct Trading | Backorder until 02/15
KE-L-4717,Kenya,Computing,Webcam HD Pro,7883.68,KES,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Backorder until 02/15 | VIP margin 25%
UK-M-4718,United Kingdom,Kitchen Appliances,Coffee Maker Drip,29.32,GBP,"12-cup, programmable, thermal carafe",Target margin 18% | EuroTech Suppliers | Low stock alert
NI-N-4719,Nigeria,Audio,Wireless Bluetooth Earbuds,59433.61,NGN,"ANC, 24h battery, IPX5, USB-C",Pacific Imports Inc | Low stock alert | Target margin 18%
SA-O-4720,South Africa,Solar & Power,Solar Inverter TS-9000-X,24034.62,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | Nordic Wholesale | Stock in WH3 Berlin
KE-P-4721,Kenya,Kitchen Appliances,Coffee Maker Drip,5260.34,KES,"12-cup, programmable, thermal carafe",Low stock alert | Target margin 18% | EuroTech Suppliers
NE-Q-4722,Netherlands,Power & Batteries,Portable Power Bank 20K,22.12,EUR,"20000mAh, dual USB, 18W PD",Target margin 18% | Global Sourcing Co | Backorder until 02/15
GH-R-4723,Ghana,Computing,Webcam HD Pro,654.28,GHS,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Acme Electronics Ltd | Fulfilled from NL depot
GE-S-4724,Germany,Home Appliances,Electric Fan Tower,53.54,EUR,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | Backorder until 02/15 | VIP margin 25%
CA-T-4725,Canada,Home Appliances,Air Purifier Compact,142.94,CAD,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Target margin 18% | Low stock alert
NE-U-4726,Netherlands,Wearables,Smart Watch Sport,86.16,EUR,"GPS, heart rate, 5ATM, 7-day battery",Nordic Wholesale | VIP margin 25% | Stock in WH3 Berlin
US-V-4727,United States,Wearables,Smart Watch Sport,88.89,USD,"GPS, heart rate, 5ATM, 7-day battery",Bulk discount applies 15% | EuroTech Suppliers | Low stock alert
GH-W-4728,Ghana,Audio,Wireless Bluetooth Earbuds,500.44,GHS,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Global Sourcing Co | VIP margin 25%
UK-X-4729,United Kingdom,Wearables,Fitness Tracker Band,25.41,GBP,"Steps, sleep, HR, 14-day battery",Low stock alert | Acme Electronics Ltd | Bulk discount applies 15%
NI-Y-4730,Nigeria,Kitchen Appliances,Coffee Maker Drip,62088.55,NGN,"12-cup, programmable, thermal carafe",Warehouse A-12 | Target margin 18% | Africa Direct Trading
NE-Z-4731,Netherlands,Home Appliances,Air Purifier Compact,87.63,EUR,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Global Sourcing Co | Warehouse A-12
KE-A-4732,Kenya,Kitchen Appliances,Smart Kettle Pro,6581.49,KES,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Warehouse A-12 | Nordic Wholesale
KE-B-4733,Kenya,Kitchen Appliances,Smart Kettle Pro,5898.39,KES,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Warehouse A-12 | Margin 22%
SA-C-4734,South Africa,Lighting,LED Desk Lamp,577.98,ZAR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Warehouse A-12 | Margin 22%
GE-D-4735,Germany,Computing,"Tablet 10""",175.5,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Nordic Wholesale | Stock in WH3 Berlin
UK-E-4736,United Kingdom,Kitchen Appliances,Smart Kettle Pro,39.63,GBP,"1.7L, 3000W, boil-dry protection, LED display",Bulk discount applies 15% | Low stock alert | Nordic Wholesale
KE-F-4737,Kenya,Home Appliances,Electric Fan Tower,7107.37,KES,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Fulfilled from NL depot | Nordic Wholesale
US-G-4738,United States,Computing,Mechanical Keyboard,78.61,USD,"Cherry MX, RGB, wired, UK layout",Margin 22% | Global Sourcing Co | Backorder until 02/15
UK-H-4739,United Kingdom,Kitchen Appliances,Coffee Maker Drip,31.33,GBP,"12-cup, programmable, thermal carafe",Low stock alert | Margin 22% | Africa Direct Trading
GE-I-4740,Germany,Computing,Mechanical Keyboard,73.98,EUR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Stock in WH3 Berlin | Nordic Wholesale
GE-J-4741,Germany,Power & Batteries,Portable Power Bank 20K,25.31,EUR,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | VIP margin 25% | EuroTech Suppliers
US-K-4742,United States,Kitchen Appliances,Coffee Maker Drip,43.59,USD,"12-cup, programmable, thermal carafe",Africa Direct Trading | Promo margin 12% | Low stock alert
NE-L-4743,Netherlands,Kitchen Appliances,Smart Kettle Pro,45.98,EUR,"1.7L, 3000W, boil-dry protection, LED display",VIP margin 25% | Pacific Imports Inc | Fulfilled from NL depot
NI-M-4744,Nigeria,Computing,"Tablet 10""",337166.73,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Global Sourcing Co | Low stock alert
UK-N-4745,United Kingdom,Audio,Bluetooth Speaker,37.6,GBP,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Target margin 18% | Nordic Wholesale
NI-O-4746,Nigeria,Audio,Bluetooth Speaker,72124.84,NGN,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Low stock alert | VIP margin 25%
NE-P-4747,Netherlands,Wearables,Fitness Tracker Band,27.24,EUR,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Fulfilled from NL depot | Promo margin 12%
US-Q-4748,United States,Computing,Mechanical Keyboard,78.73,USD,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Target margin 18% | Fulfilled from NL depot
KE-R-4749,Kenya,Wearables,Fitness Tracker Band,4181.66,KES,"Steps, sleep, HR, 14-day battery",Target margin 18% | Acme Electronics Ltd | Stock in WH3 Berlin
NE-S-4750,Netherlands,Kitchen Appliances,Smart Kettle Pro,40.26,EUR,"1.7L, 3000W, boil-dry protection, LED display",Promo margin 12% | Warehouse A-12 | Africa Direct Trading
SA-T-4751,South Africa,Wearables,Fitness Tracker Band,526.86,ZAR,"Steps, sleep, HR, 14-day battery",VIP margin 25% | Africa Direct Trading | Warehouse A-12
SA-U-4752,South Africa,Lighting,LED Desk Lamp,538.81,ZAR,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Stock in WH3 Berlin | VIP margin 25%
SA-V-4753,South Africa,Personal Care,Electric Toothbrush,737.56,ZAR,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Target margin 18% | Acme Electronics Ltd
GH-W-4754,Ghana,Home Appliances,Electric Fan Tower,641.08,GHS,"Oscillating, 3 speeds, remote, timer",Margin 22% | Warehouse A-12 | Acme Electronics Ltd
NI-X-4755,Nigeria,Audio,Bluetooth Speaker,74355.17,NGN,"20W, waterproof IPX7, 15h playback",Promo margin 12% | EuroTech Suppliers | Backorder until 02/15
NE-Y-4756,Netherlands,Kitchen Appliances,Smart Kettle Pro,46.72,EUR,"1.7L, 3000W, boil-dry protection, LED display",Low stock alert | Target margin 18% | EuroTech Suppliers
NE-Z-4757,Netherlands,Audio,Wireless Bluetooth Earbuds,36.19,EUR,"ANC, 24h battery, IPX5, USB-C",Africa Direct Trading | Target margin 18% | Warehouse A-12
CA-A-4758,Canada,Audio,Bluetooth Speaker,62.68,CAD,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Fulfilled from NL depot | Margin 22%
GH-B-4759,Ghana,Home Appliances,Electric Fan Tower,729.46,GHS,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Pacific Imports Inc | Low stock alert
GH-C-4760,Ghana,Audio,Wireless Bluetooth Earbuds,492.49,GHS,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Africa Direct Trading | VIP margin 25%
GH-D-4761,Ghana,Power & Batteries,Portable Power Bank 20K,327.28,GHS,"20000mAh, dual USB, 18W PD",EuroTech Suppliers | VIP margin 25% | Low stock alert
KE-E-4762,Kenya,Wearables,Fitness Tracker Band,3800.41,KES,"Steps, sleep, HR, 14-day battery",Margin 22% | Stock in WH3 Berlin | Nordic Wholesale
FR-F-4763,France,Computing,Webcam HD Pro,57.07,EUR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Fulfilled from NL depot | Margin 22%
CA-G-4764,Canada,Computing,Webcam HD Pro,82.02,CAD,"1080p 60fps, built-in mic, auto-focus",Global Sourcing Co | VIP margin 25% | Stock in WH3 Berlin
CA-H-4765,Canada,Home Appliances,Electric Fan Tower,74.9,CAD,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Promo margin 12% | EuroTech Suppliers
CA-I-4766,Canada,Lighting,LED Desk Lamp,36.44,CAD,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Bulk discount applies 15% | Stock in WH3 Berlin
KE-J-4767,Kenya,Home Appliances,Electric Fan Tower,6583.91,KES,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Fulfilled from NL depot | Bulk discount applies 15%
CA-K-4768,Canada,Wearables,Smart Watch Sport,127.04,CAD,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Fulfilled from NL depot | Promo margin 12%
NE-L-4769,Netherlands,Audio,Wireless Bluetooth Earbuds,36.02,EUR,"ANC, 24h battery, IPX5, USB-C",Nordic Wholesale | Margin 22% | Backorder until 02/15
NI-M-4770,Nigeria,Wearables,Smart Watch Sport,154877.51,NGN,"GPS, heart rate, 5ATM, 7-day battery",Global Sourcing Co | Bulk discount applies 15% | Warehouse A-12
SA-N-4771,South Africa,Home Appliances,Electric Fan Tower,983.99,ZAR,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Africa Direct Trading | Low stock alert
CA-O-4772,Canada,Computing,Webcam HD Pro,74.31,CAD,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
CA-P-4773,Canada,Computing,Webcam HD Pro,81.98,CAD,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Acme Electronics Ltd | VIP margin 25%
GE-Q-4774,Germany,Home Appliances,Air Purifier Compact,90.46,EUR,"HEPA H13, 3 speeds, 25m² coverage",Stock in WH3 Berlin | Promo margin 12% | EuroTech Suppliers
NE-R-4775,Netherlands,Wearables,Smart Watch Sport,92.01,EUR,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Africa Direct Trading | Warehouse A-12
SA-S-4776,South Africa,Computing,Webcam HD Pro,1108.03,ZAR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Backorder until 02/15 | Margin 22%
KE-T-4777,Kenya,Solar & Power,Solar Inverter TS-9000-X,165942.79,KES,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Acme Electronics Ltd | Low stock alert
SA-U-4778,South Africa,Computing,Webcam HD Pro,965.03,ZAR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Warehouse A-12 | Target margin 18%
GE-V-4779,Germany,Lighting,LED Desk Lamp,25.05,EUR,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | Bulk discount applies 15% | Africa Direct Trading
GH-W-4780,Ghana,Computing,"Tablet 10""",2476.72,GHS,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Fulfilled from NL depot | Africa Direct Trading | Target margin 18%
KE-X-4781,Kenya,Computing,"Tablet 10""",24548.48,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Warehouse A-12 | Pacific Imports Inc
GH-Y-4782,Ghana,Home Appliances,Air Purifier Compact,1152.0,GHS,"HEPA H13, 3 speeds, 25m² coverage",Low stock alert | Africa Direct Trading | Target margin 18%
NI-Z-4783,Nigeria,Kitchen Appliances,Smart Kettle Pro,70170.72,NGN,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Margin 22% | Fulfilled from NL depot
UK-A-4784,United Kingdom,Power & Batteries,Portable Power Bank 20K,21.07,GBP,"20000mAh, dual USB, 18W PD",Bulk discount applies 15% | EuroTech Suppliers | Warehouse A-12
SA-B-4785,South Africa,Computing,Webcam HD Pro,1136.7,ZAR,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | Global Sourcing Co | Stock in WH3 Berlin
FR-C-4786,France,Personal Care,Electric Toothbrush,41.49,EUR,"Sonic, 3 modes, 2-week battery",Acme Electronics Ltd | Backorder until 02/15 | Promo margin 12%
CA-D-4787,Canada,Audio,Wireless Bluetooth Earbuds,49.9,CAD,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | Margin 22% | Fulfilled from NL depot
NE-E-4788,Netherlands,Kitchen Appliances,Coffee Maker Drip,38.92,EUR,"12-cup, programmable, thermal carafe",Acme Electronics Ltd | Bulk discount applies 15% | Warehouse A-12
NE-F-4789,Netherlands,Home Appliances,Electric Fan Tower,50.58,EUR,"Oscillating, 3 speeds, remote, timer",EuroTech Suppliers | Margin 22% | Low stock alert
