Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
NI-A-0000,Nigeria,Kitchen Appliances,Smart Kettle Pro,69028.1,NGN,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Promo margin 12% | Backorder until 02/15
GE-M-7760,Germany,Computing,Mechanical Keyboard,71.9,EUR,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Pacific Imports Inc | Promo margin 12%
FR-N-7761,France,Wearables,Smart Watch Sport,83.03,EUR,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Bulk discount applies 15% | Africa Direct Trading
UK-O-7762,United Kingdom,Kitchen Appliances,Coffee Maker Drip,32.28,GBP,"12-cup, programmable, thermal carafe",Warehouse A-12 | VIP margin 25% | Acme Electronics Ltd
CA-P-7763,Canada,Lighting,LED Desk Lamp,39.82,CAD,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Bulk discount applies 15% | Fulfilled from NL depot
NE-Q-7764,Netherlands,Lighting,LED Desk Lamp,24.99,EUR,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Backorder until 02/15 | Bulk discount applies 15%
NE-R-7765,Netherlands,Personal Care,Electric Toothbrush,38.91,EUR,"Sonic, 3 modes, 2-week battery",Low stock alert | Bulk discount applies 15% | Nordic Wholesale
CD-S-7766,Côte d'Ivoire,Home Appliances,Electric Fan Tower,35621.26,XOF,"Oscillating, 3 speeds, remote, timer",Acme Electronics Ltd | Backorder until 02/15 | Bulk discount applies 15%
SA-T-7767,South Africa,Computing,Mechanical Keyboard,1519.83,ZAR,"Cherry MX, RGB, wired, UK layout",Margin 22% | Fulfilled from NL depot | EuroTech Suppliers
UK-U-7768,United Kingdom,Wearables,Smart Watch Sport,66.86,GBP,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Pacific Imports Inc | Promo margin 12%
US-V-7769,United States,Home Appliances,Electric Fan Tower,50.14,USD,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Acme Electronics Ltd | Target margin 18%
KE-W-7770,Kenya,Computing,Webcam HD Pro,6955.05,KES,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Fulfilled from NL depot | VIP margin 25%
GH-X-7771,Ghana,Lighting,LED Desk Lamp,397.87,GHS,"Dimmable, USB port, 5 brightness levels",Africa Direct Trading | Fulfilled from NL depot | VIP margin 25%
NE-Y-7772,Netherlands,Power & Batteries,Portable Power Bank 20K,25.6,EUR,"20000mAh, dual USB, 18W PD",EuroTech Suppliers | Promo margin 12% | Backorder until 02/15
FR-Z-7773,France,Audio,Wireless Bluetooth Earbuds,35.64,EUR,"ANC, 24h battery, IPX5, USB-C",Bulk discount applies 15% | Nordic Wholesale | Stock in WH3 Berlin
NI-A-7774,Nigeria,Personal Care,Electric Toothbrush,64383.33,NGN,"Sonic, 3 modes, 2-week battery",Bulk discount applies 15% | Pacific Imports Inc | Stock in WH3 Berlin
CA-B-7775,Canada,Kitchen Appliances,Smart Kettle Pro,68.74,CAD,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Africa Direct Trading | VIP margin 25%
US-C-7776,United States,Solar & Power,Solar Inverter TS-9000-X,1153.63,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | EuroTech Suppliers | Backorder until 02/15
NI-D-7777,Nigeria,Home Appliances,Electric Fan Tower,84162.93,NGN,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Africa Direct Trading | Warehouse A-12
KE-E-7778,Kenya,Audio,Bluetooth Speaker,6118.43,KES,"20W, waterproof IPX7, 15h playback",Margin 22% | Acme Electronics Ltd | Backorder until 02/15
GH-F-7779,Ghana,Computing,Webcam HD Pro,771.54,GHS,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Acme Electronics Ltd | Target margin 18%
NE-G-7780,Netherlands,TV & Display,LED TV 55 inch,429.29,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Pacific Imports Inc | Margin 22%
US-H-7781,United States,Computing,Webcam HD Pro,57.68,USD,"1080p 60fps, built-in mic, auto-focus",EuroTech Suppliers | Low stock alert | Promo margin 12%
GE-I-7782,Germany,Audio,Wireless Bluetooth Earbuds,36.13,EUR,"ANC, 24h battery, IPX5, USB-C",Acme Electronics Ltd | Bulk discount applies 15% | Stock in WH3 Berlin
UK-J-7783,United Kingdom,Kitchen Appliances,Coffee Maker Drip,29.68,GBP,"12-cup, programmable, thermal carafe",Warehouse A-12 | Target margin 18% | Global Sourcing Co
NI-K-7784,Nigeria,Kitchen Appliances,Coffee Maker Drip,60668.42,NGN,"12-cup, programmable, thermal carafe",Target margin 18% | Backorder until 02/15 | Pacific Imports Inc
NE-L-7785,Netherlands,Power & Batteries,Portable Power Bank 20K,25.89,EUR,"20000mAh, dual USB, 18W PD",Target margin 18% | Warehouse A-12 | Acme Electronics Ltd
NE-M-7786,Netherlands,Home Appliances,Air Purifier Compact,91.56,EUR,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Pacific Imports Inc | Backorder until 02/15
GE-N-7787,Germany,Wearables,Fitness Tracker Band,30.56,EUR,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | Africa Direct Trading | Low stock alert
GE-O-7788,Germany,Solar & Power,Solar Inverter TS-9000-X,1156.36,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | VIP margin 25% | Stock in WH3 Berlin
SA-P-7789,South Africa,Wearables,Smart Watch Sport,1739.75,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Nordic Wholesale | VIP margin 25%
NE-Q-7790,Netherlands,Computing,Mechanical Keyboard,72.17,EUR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Pacific Imports Inc | Stock in WH3 Berlin
NI-R-7791,Nigeria,Computing,Mechanical Keyboard,127077.42,NGN,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Acme Electronics Ltd | Margin 22%
SA-S-7792,South Africa,Kitchen Appliances,Coffee Maker Drip,657.05,ZAR,"12-cup, programmable, thermal carafe",Warehouse A-12 | Promo margin 12% | Global Sourcing Co
CA-T-7793,Canada,Lighting,LED Desk Lamp,39.38,CAD,"Dimmable, USB port, 5 brightness levels",Acme Electronics Ltd | Target margin 18% | Low stock alert
NE-U-7794,Netherlands,Solar & Power,Solar Inverter TS-9000-X,1216.22,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Promo margin 12% | Warehouse A-12 | Pacific Imports Inc
NE-V-7795,Netherlands,Computing,"Tablet 10""",193.22,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Low stock alert | Africa Direct Trading
GE-W-7796,Germany,Kitchen Appliances,Smart Kettle Pro,42.6,EUR,"1.7L, 3000W, boil-dry protection, LED display",Global Sourcing Co | Margin 22% | Fulfilled from NL depot
NI-X-7797,Nigeria,Kitchen Appliances,Smart Kettle Pro,79388.67,NGN,"1.7L, 3000W, boil-dry protection, LED display",Fulfilled from NL depot | VIP margin 25% | EuroTech Suppliers
GH-Y-7798,Ghana,Home Appliances,Air Purifier Compact,1141.03,GHS,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | VIP margin 25% | Low stock alert
SA-Z-7799,South Africa,Computing,Webcam HD Pro,988.0,ZAR,"1080p 60fps, built-in mic, auto-focus",EuroTech Suppliers | Backorder until 02/15 | Margin 22%
KE-A-7800,Kenya,Computing,Webcam HD Pro,7270.63,KES,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Promo margin 12% | Low stock alert
SA-B-7801,South Africa,Audio,Wireless Bluetooth Earbuds,601.02,ZAR,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Global Sourcing Co | Stock in WH3 Berlin
NI-C-7802,Nigeria,Power & Batteries,Portable Power Bank 20K,42029.66,NGN,"20000mAh, dual USB, 18W PD",Warehouse A-12 | EuroTech Suppliers | Bulk discount applies 15%
CD-D-7803,Côte d'Ivoire,TV & Display,LED TV 55 inch,274173.31,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Stock in WH3 Berlin | Margin 22% | Nordic Wholesale
FR-E-7804,France,Home Appliances,Electric Fan Tower,53.59,EUR,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Global Sourcing Co | Low stock alert
GE-F-7805,Germany,Audio,Bluetooth Speaker,42.55,EUR,"20W, waterproof IPX7, 15h playback",Warehouse A-12 | Pacific Imports Inc | VIP margin 25%
GE-G-7806,Germany,Kitchen Appliances,Smart Kettle Pro,46.54,EUR,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Margin 22% | Stock in WH3 Berlin
SA-H-7807,South Africa,Computing,Webcam HD Pro,993.46,ZAR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Pacific Imports Inc | Promo margin 12%
SA-I-7808,South Africa,Home Appliances,Electric Fan Tower,1050.09,ZAR,"Oscillating, 3 speeds, remote, timer",Fulfilled from NL depot | Africa Direct Trading | Target margin 18%
GH-J-7809,Ghana,Computing,Webcam HD Pro,711.3,GHS,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Promo margin 12% | Africa Direct Trading
KE-K-7810,Kenya,Computing,Webcam HD Pro,6897.0,KES,"1080p 60fps, built-in mic, auto-focus",Low stock alert | Target margin 18% | Africa Direct Trading
US-L-7811,United States,Kitchen Appliances,Smart Kettle Pro,49.7,USD,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | Africa Direct Trading | Target margin 18%
CD-M-7812,Côte d'Ivoire,Wearables,Fitness Tracker Band,17300.76,XOF,"Steps, sleep, HR, 14-day battery",VIP margin 25% | Backorder until 02/15 | Acme Electronics Ltd
FR-N-7813,France,TV & Display,LED TV 55 inch,425.74,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Bulk discount applies 15% | Backorder until 02/15 | Pacific Imports Inc
SA-O-7814,South Africa,Kitchen Appliances,Smart Kettle Pro,770.07,ZAR,"1.7L, 3000W, boil-dry protection, LED display",EuroTech Suppliers | Target margin 18% | Low stock alert
CA-P-7815,Canada,Kitchen Appliances,Smart Kettle Pro,59.39,CAD,"1.7L, 3000W, boil-dry protection, LED display",EuroTech Suppliers | Bulk discount applies 15% | Fulfilled from NL depot
US-Q-7816,United States,Home Appliances,Air Purifier Compact,98.25,USD,"HEPA H13, 3 speeds, 25m² coverage",VIP margin 25% | Backorder until 02/15 | Pacific Imports Inc
NE-R-7817,Netherlands,Wearables,Smart Watch Sport,82.19,EUR,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Global Sourcing Co | Backorder until 02/15
CA-S-7818,Canada,Home Appliances,Electric Fan Tower,78.78,CAD,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Fulfilled from NL depot | Nordic Wholesale
GE-T-7819,Germany,Solar & Power,Solar Inverter TS-9000-X,1089.93,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | Stock in WH3 Berlin | Africa Direct Trading
GH-U-7820,Ghana,Home Appliances,Air Purifier Compact,1193.06,GHS,"HEPA H13, 3 speeds, 25m² coverage",Global Sourcing Co | Promo margin 12% | Fulfilled from NL depot
UK-V-7821,United Kingdom,Home Appliances,Air Purifier Compact,76.05,GBP,"HEPA H13, 3 speeds, 25m² coverage",Acme Electronics Ltd | Low stock alert | Promo margin 12%
NI-W-7822,Nigeria,Computing,Webcam HD Pro,88998.74,NGN,"1080p 60fps, built-in mic, auto-focus",Fulfilled from NL depot | Nordic Wholesale | Bulk discount applies 15%
KE-X-7823,Kenya,Audio,Wireless Bluetooth Earbuds,4936.86,KES,"ANC, 24h battery, IPX5, USB-C",Stock in WH3 Berlin | Africa Direct Trading | VIP margin 25%
NI-Y-7824,Nigeria,Power & Batteries,Portable Power Bank 20K,39835.88,NGN,"20000mAh, dual USB, 18W PD",VIP margin 25% | Stock in WH3 Berlin | Nordic Wholesale
US-Z-7825,United States,Audio,Wireless Bluetooth Earbuds,33.72,USD,"ANC, 24h battery, IPX5, USB-C",Promo margin 12% | Africa Direct Trading | Low stock alert
GH-A-7826,Ghana,Computing,Mechanical Keyboard,901.38,GHS,"Cherry MX, RGB, wired, UK layout",Margin 22% | Nordic Wholesale | Backorder until 02/15
NI-B-7827,Nigeria,Wearables,Fitness Tracker Band,47616.58,NGN,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Bulk discount applies 15% | EuroTech Suppliers
UK-C-7828,United Kingdom,Power & Batteries,Portable Power Bank 20K,22.32,GBP,"20000mAh, dual USB, 18W PD",Promo margin 12% | Acme Electronics Ltd | Low stock alert
NE-D-7829,Netherlands,Wearables,Smart Watch Sport,80.56,EUR,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Stock in WH3 Berlin | EuroTech Suppliers
KE-E-7830,Kenya,Computing,"Tablet 10""",28487.6,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Target margin 18% | Warehouse A-12 | Pacific Imports Inc
CA-F-7831,Canada,TV & Display,LED TV 55 inch,653.4,CAD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Promo margin 12% | Pacific Imports Inc
UK-G-7832,United Kingdom,Home Appliances,Air Purifier Compact,83.17,GBP,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Margin 22% | Pacific Imports Inc
CD-H-7833,Côte d'Ivoire,Computing,"Tablet 10""",118780.63,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Acme Electronics Ltd | Margin 22% | Low stock alert
SA-I-7834,South Africa,Wearables,Smart Watch Sport,1652.03,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Low stock alert | Bulk discount applies 15%
UK-J-7835,United Kingdom,Kitchen Appliances,Smart Kettle Pro,36.76,GBP,"1.7L, 3000W, boil-dry protection, LED display",Nordic Wholesale | Low stock alert | Margin 22%
UK-K-7836,United Kingdom,Computing,Mechanical Keyboard,64.39,GBP,"Cherry MX, RGB, wired, UK layout",Promo margin 12% | Global Sourcing Co | Fulfilled from NL depot
UK-L-7837,United Kingdom,Wearables,Smart Watch Sport,76.0,GBP,"GPS, heart rate, 5ATM, 7-day battery",Global Sourcing Co | Target margin 18% | Fulfilled from NL depot
CD-M-7838,Côte d'Ivoire,Solar & Power,Solar Inverter TS-9000-X,772237.27,XOF,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | Promo margin 12% | Global Sourcing Co
UK-N-7839,United Kingdom,Kitchen Appliances,Smart Kettle Pro,37.33,GBP,"1.7L, 3000W, boil-dry protection, LED display",Bulk discount applies 15% | Fulfilled from NL depot | Africa Direct Trading
UK-O-7840,United Kingdom,Computing,Mechanical Keyboard,67.7,GBP,"Cherry MX, RGB, wired, UK layout",Low stock alert | Bulk discount applies 15% | Pacific Imports Inc
GH-P-7841,Ghana,Power & Batteries,Portable Power Bank 20K,325.72,GHS,"20000mAh, dual USB, 18W PD",Fulfilled from NL depot | Bulk discount applies 15% | EuroTech Suppliers
GE-Q-7842,Germany,Computing,Mechanical Keyboard,70.89,EUR,"Cherry MX, RGB, wired, UK layout",Nordic Wholesale | Bulk discount applies 15% | Warehouse A-12
UK-R-7843,United Kingdom,Home Appliances,Air Purifier Compact,81.72,GBP,"HEPA H13, 3 speeds, 25m² coverage",Promo margin 12% | Global Sourcing Co | Stock in WH3 Berlin
CD-S-7844,Côte d'Ivoire,Lighting,LED Desk Lamp,16397.04,XOF,"Dimmable, USB port, 5 brightness levels",Backorder until 02/15 | Global Sourcing Co | VIP margin 25%
UK-T-7845,United Kingdom,TV & Display,LED TV 55 inch,352.03,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Margin 22% | Low stock alert | Global Sourcing Co
NI-U-7846,Nigeria,Audio,Bluetooth Speaker,83949.76,NGN,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Bulk discount applies 15% | Warehouse A-12
CD-V-7847,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,22855.54,XOF,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Margin 22% | Pacific Imports Inc
CD-W-7848,Côte d'Ivoire,Computing,Webcam HD Pro,34520.74,XOF,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | Africa Direct Trading | Warehouse A-12
UK-X-7849,United Kingdom,Wearables,Smart Watch Sport,76.48,GBP,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | VIP margin 25% | Fulfilled from NL depot
US-Y-7850,United States,Solar & Power,Solar Inverter TS-9000-X,1358.38,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",VIP margin 25% | Pacific Imports Inc | Warehouse A-12
SA-Z-7851,South Africa,Audio,Bluetooth Speaker,962.29,ZAR,"20W, waterproof IPX7, 15h playback",Promo margin 12% | Low stock alert | EuroTech Suppliers
SA-A-7852,South Africa,Computing,Webcam HD Pro,1134.9,ZAR,"1080p 60fps, built-in mic, auto-focus",Global Sourcing Co | Promo margin 12% | Fulfilled from NL depot
NE-B-7853,Netherlands,TV & Display,LED TV 55 inch,394.9,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Stock in WH3 Berlin | EuroTech Suppliers | Target margin 18%
CA-C-7854,Canada,Audio,Bluetooth Speaker,66.0,CAD,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Margin 22% | Backorder until 02/15
GE-D-7855,Germany,TV & Display,LED TV 55 inch,434.27,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Nordic Wholesale | Margin 22%
US-E-7856,United States,Wearables,Fitness Tracker Band,32.43,USD,"Steps, sleep, HR, 14-day battery",Stock in WH3 Berlin | Acme Electronics Ltd | Bulk discount applies 15%
FR-F-7857,France,Solar & Power,Solar Inverter TS-9000-X,1080.31,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Bulk discount applies 15% | Pacific Imports Inc
UK-G-7858,United Kingdom,Audio,Wireless Bluetooth Earbuds,31.74,GBP,"ANC, 24h battery, IPX5, USB-C",Backorder until 02/15 | Target margin 18% | Acme Electronics Ltd
UK-H-7859,United Kingdom,TV & Display,LED TV 55 inch,367.58,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Acme Electronics Ltd | Backorder until 02/15 | VIP margin 25%
GH-I-7860,Ghana,Computing,Webcam HD Pro,752.13,GHS,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Global Sourcing Co | Warehouse A-12
UK-J-7861,United Kingdom,TV & Display,LED TV 55 inch,393.76,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",EuroTech Suppliers | VIP margin 25% | Stock in WH3 Berlin
UK-K-7862,United Kingdom,Home Appliances,Electric Fan Tower,46.52,GBP,"Oscillating, 3 speeds, remote, timer",Pacific Imports Inc | Bulk discount applies 15% | Stock in WH3 Berlin
GH-L-7863,Ghana,Kitchen Appliances,Smart Kettle Pro,616.88,GHS,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Margin 22% | Stock in WH3 Berlin
SA-M-7864,South Africa,Power & Batteries,Portable Power Bank 20K,508.76,ZAR,"20000mAh, dual USB, 18W PD",Promo margin 12% | Africa Direct Trading | Stock in WH3 Berlin
CA-N-7865,Canada,Wearables,Smart Watch Sport,123.73,CAD,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Warehouse A-12 | Promo margin 12%
UK-O-7866,United Kingdom,Lighting,LED Desk Lamp,24.26,GBP,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | Nordic Wholesale | Margin 22%
US-P-7867,United States,Solar & Power,Solar Inverter TS-9000-X,1335.74,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Acme Electronics Ltd | Stock in WH3 Berlin | Margin 22%
CA-Q-7868,Canada,Wearables,Smart Watch Sport,123.94,CAD,"GPS, heart rate, 5ATM, 7-day battery",Acme Electronics Ltd | Fulfilled from NL depot | Target margin 18%
UK-R-7869,United Kingdom,Power & Batteries,Portable Power Bank 20K,21.73,GBP,"20000mAh, dual USB, 18W PD",Nordic Wholesale | Stock in WH3 Berlin | Promo margin 12%
NI-S-7870,Nigeria,Audio,Wireless Bluetooth Earbuds,51986.95,NGN,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Promo margin 12% | Acme Electronics Ltd
CD-T-7871,Côte d'Ivoire,Computing,"Tablet 10""",121950.66,XOF,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Warehouse A-12 | Target margin 18% | EuroTech Suppliers
CA-U-7872,Canada,Kitchen Appliances,Coffee Maker Drip,57.34,CAD,"12-cup, programmable, thermal carafe",Low stock alert | Nordic Wholesale | Margin 22%
NI-V-7873,Nigeria,Computing,"Tablet 10""",314505.22,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Global Sourcing Co | Promo margin 12% | Warehouse A-12
GE-W-7874,Germany,Computing,Webcam HD Pro,55.04,EUR,"1080p 60fps, built-in mic, auto-focus",VIP margin 25% | Low stock alert | Global Sourcing Co
SA-X-7875,South Africa,Power & Batteries,Portable Power Bank 20K,500.5,ZAR,"20000mAh, dual USB, 18W PD",Backorder until 02/15 | Nordic Wholesale | Bulk discount applies 15%
NI-Y-7876,Nigeria,Solar & Power,Solar Inverter TS-9000-X,1902481.78,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Backorder until 02/15 | Global Sourcing Co | Margin 22%
CD-Z-7877,Côte d'Ivoire,Audio,Bluetooth Speaker,31274.9,XOF,"20W, waterproof IPX7, 15h playback",Backorder until 02/15 | Target margin 18% | Global Sourcing Co
FR-A-7878,France,Computing,Webcam HD Pro,48.86,EUR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Target margin 18% | Nordic Wholesale
FR-B-7879,France,Audio,Bluetooth Speaker,49.75,EUR,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | VIP margin 25% | Stock in WH3 Berlin
KE-C-7880,Kenya,Lighting,LED Desk Lamp,3802.61,KES,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Stock in WH3 Berlin | Promo margin 12%
CA-D-7881,Canada,Kitchen Appliances,Smart Kettle Pro,62.98,CAD,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Africa Direct Trading | Bulk discount applies 15%
NI-E-7882,Nigeria,Computing,Webcam HD Pro,87962.41,NGN,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | Low stock alert | Nordic Wholesale
NI-F-7883,Nigeria,Wearables,Smart Watch Sport,150100.96,NGN,"GPS, heart rate, 5ATM, 7-day battery",Africa Direct Trading | Promo margin 12% | Low stock alert
SA-G-7884,South Africa,Home Appliances,Air Purifier Compact,1633.79,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Margin 22% | Acme Electronics Ltd
GE-H-7885,Germany,Lighting,LED Desk Lamp,25.92,EUR,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Backorder until 02/15 | Margin 22%
GH-I-7886,Ghana,Power & Batteries,Portable Power Bank 20K,357.7,GHS,"20000mAh, dual USB, 18W PD",Africa Direct Trading | Promo margin 12% | Backorder until 02/15
CA-J-7887,Canada,Audio,Bluetooth Speaker,75.07,CAD,"20W, waterproof IPX7, 15h playback",Bulk discount applies 15% | Nordic Wholesale | Fulfilled from NL depot
KE-K-7888,Kenya,Audio,Wireless Bluetooth Earbuds,4682.87,KES,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Africa Direct Trading | Bulk discount applies 15%
UK-L-7889,United Kingdom,Audio,Wireless Bluetooth Earbuds,26.37,GBP,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Pacific Imports Inc | Bulk discount applies 15%
NI-M-7890,Nigeria,Computing,"Tablet 10""",340559.28,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Warehouse A-12 | Acme Electronics Ltd
FR-N-7891,France,Wearables,Smart Watch Sport,85.94,EUR,"GPS, heart rate, 5ATM, 7-day battery",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
FR-O-7892,France,Computing,Mechanical Keyboard,79.31,EUR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Acme Electronics Ltd | Warehouse A-12
SA-P-7893,South Africa,Lighting,LED Desk Lamp,578.48,ZAR,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | VIP margin 25% | Low stock alert
UK-Q-7894,United Kingdom,Kitchen Appliances,Smart Kettle Pro,37.65,GBP,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | Stock in WH3 Berlin | Global Sourcing Co
KE-R-7895,Kenya,TV & Display,LED TV 55 inch,55376.41,KES,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Global Sourcing Co | Target margin 18%
GE-S-7896,Germany,Personal Care,Electric Toothbrush,37.78,EUR,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Global Sourcing Co | Stock in WH3 Berlin
FR-T-7897,France,Kitchen Appliances,Coffee Maker Drip,36.51,EUR,"12-cup, programmable, thermal carafe",Target margin 18% | Africa Direct Trading | Backorder until 02/15
CD-U-7898,Côte d'Ivoire,Computing,Webcam HD Pro,36827.35,XOF,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Acme Electronics Ltd | Margin 22%
GE-V-7899,Germany,Wearables,Fitness Tracker Band,25.65,EUR,"Steps, sleep, HR, 14-day battery",Africa Direct Trading | Bulk discount applies 15% | Backorder until 02/15
GH-W-7900,Ghana,TV & Display,LED TV 55 inch,5361.78,GHS,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Stock in WH3 Berlin | Margin 22% | EuroTech Suppliers
NI-X-7901,Nigeria,Wearables,Smart Watch Sport,137864.58,NGN,"GPS, heart rate, 5ATM, 7-day battery",Acme Electronics Ltd | Fulfilled from NL depot | Target margin 18%
GE-Y-7902,Germany,Audio,Bluetooth Speaker,48.32,EUR,"20W, waterproof IPX7, 15h playback",VIP margin 25% | Africa Direct Trading | Backorder until 02/15
US-Z-7903,United States,Solar & Power,Solar Inverter TS-9000-X,1335.27,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Bulk discount applies 15% | Pacific Imports Inc | Fulfilled from NL depot
NE-A-7904,Netherlands,Home Appliances,Electric Fan Tower,50.94,EUR,"Oscillating, 3 speeds, remote, timer",EuroTech Suppliers | Target margin 18% | Backorder until 02/15
UK-B-7905,United Kingdom,TV & Display,LED TV 55 inch,359.7,GBP,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Pacific Imports Inc | Warehouse A-12 | Margin 22%
UK-C-7906,United Kingdom,Wearables,Smart Watch Sport,68.11,GBP,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Margin 22% | Backorder until 02/15
FR-D-7907,France,Audio,Wireless Bluetooth Earbuds,32.85,EUR,"ANC, 24h battery, IPX5, USB-C",EuroTech Suppliers | VIP margin 25% | Fulfilled from NL depot
SA-E-7908,South Africa,Home Appliances,Electric Fan Tower,972.46,ZAR,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
FR-F-7909,France,Kitchen Appliances,Smart Kettle Pro,41.6,EUR,"1.7L, 3000W, boil-dry protection, LED display",Africa Direct Trading | Margin 22% | Warehouse A-12
